qb_item_id,code,name,qb_type,status,sku,category,default_price,updated_at,updated_by
1,QB-ITEM-1,Services,Service,active,,Service,0.00,2026-03-04 18:16:17.776030+00:00,quickbooks-sync
68,GEN-SVC-ESTH,Services d’esthétique,Service,active,GEN-SVC-ESTH,Service,0.00,2026-03-10 14:07:04.492116+00:00,quickbooks-sync
74,GEN-FEE-PARK,Stationnement mensuel,Service,active,GEN-FEE-PARK,Service,217.43,2026-03-10 14:07:04.559548+00:00,quickbooks-sync
188,INN-EQUIP-59,Support for Lift Detector tag,NonInventory,active,INN-EQUIP-59,NonInventory,13.50,2026-03-10 14:07:02.784287+00:00,quickbooks-sync
189,INN-EQUIP-160,Tablet with docking station,NonInventory,active,INN-EQUIP-160,NonInventory,0.00,2026-03-10 14:07:02.801443+00:00,quickbooks-sync
190,INN-EQUIP-163,Tablet without docking station,NonInventory,active,INN-EQUIP-163,NonInventory,0.00,2026-03-10 14:07:02.857512+00:00,quickbooks-sync
95,TEINTE-COMP-LIMO,Teintage complet – arrière limo,Service,active,TEINTE-COMP-LIMO,Service,240.00,2026-03-10 14:07:04.601803+00:00,quickbooks-sync
147,FORDDN-SVC-TINT-COMP-LIMO,Teintage complet – arrière limo (Ford),Service,active,FORDDN-SVC-TINT-COMP-LIMO,Service,240.00,2026-03-10 14:07:04.661454+00:00,quickbooks-sync
94,TEINTE-COMP-STD,Teintage complet – standard,Service,active,TEINTE-COMP-STD,Service,225.00,2026-03-10 14:07:04.676140+00:00,quickbooks-sync
146,FORDDN-SVC-TINT-COMP-STD,Teintage complet – standard (Ford),Service,active,FORDDN-SVC-TINT-COMP-STD,Service,225.00,2026-03-10 14:07:04.693722+00:00,quickbooks-sync
93,TEINTE-AR-LIMO,Teintage vitres arrière – limo,Service,active,TEINTE-AR-LIMO,Service,200.00,2026-03-10 14:07:04.706938+00:00,quickbooks-sync
145,FORDDN-SVC-TINT-AR-LIMO,Teintage vitres arrière – limo (Ford),Service,active,FORDDN-SVC-TINT-AR-LIMO,Service,200.00,2026-03-10 14:07:04.760757+00:00,quickbooks-sync
92,TEINTE-AR-STD,Teintage vitres arrière – standard,Service,active,TEINTE-AR-STD,Service,185.00,2026-03-10 14:07:04.776043+00:00,quickbooks-sync
144,FORDDN-SVC-TINT-AR-STD,Teintage vitres arrière – standard (Ford),Service,active,FORDDN-SVC-TINT-AR-STD,Service,185.00,2026-03-10 14:07:04.788933+00:00,quickbooks-sync
91,TEINTE-AV-CER,Teintage vitres avant – céramique,Service,active,TEINTE-AV-CER,Service,100.00,2026-03-10 14:07:04.802356+00:00,quickbooks-sync
143,FORDDN-SVC-TINT-AV-CER,Teintage vitres avant – céramique (Ford),Service,active,FORDDN-SVC-TINT-AV-CER,Service,100.00,2026-03-10 14:07:04.815055+00:00,quickbooks-sync
90,TEINTE-AV-STD,Teintage vitres avant – standard,Service,active,TEINTE-AV-STD,Service,90.00,2026-03-10 14:07:04.867487+00:00,quickbooks-sync
142,FORDDN-SVC-TINT-AV-STD,Teintage vitres avant – standard (Ford),Service,active,FORDDN-SVC-TINT-AV-STD,Service,90.00,2026-03-10 14:07:04.881358+00:00,quickbooks-sync
57,PG-SVC-TR-REG,Temps de déplacement – régulier,Service,active,PG-SVC-TR-REG,Service,75.00,2026-03-10 14:07:04.898723+00:00,quickbooks-sync
65,GEN-SVC-INSTALL,Temps d’installation,Service,active,GEN-SVC-INSTALL,Service,0.00,2026-03-10 14:07:04.968714+00:00,quickbooks-sync
66,GEN-SVC-OVERTIME,Temps supplémentaire,Service,active,GEN-SVC-OVERTIME,Service,0.00,2026-03-10 14:07:05.009805+00:00,quickbooks-sync
193,123,Test,Service,active,123,Service,10.00,2026-03-10 14:07:04.377213+00:00,quickbooks-sync
191,INN-EQUIP-12,"Touch screen support arm 5-5/8"" for 1.5"" ball",NonInventory,active,INN-EQUIP-12,NonInventory,33.75,2026-03-10 14:07:02.878531+00:00,quickbooks-sync
192,INN-EQUIP-53,"Touch screen support arm 8"" for 1.5"" ball",NonInventory,active,INN-EQUIP-53,NonInventory,132.30,2026-03-10 14:07:02.895510+00:00,quickbooks-sync
60,PG-SVC-TR-9PLUS,Transport – après 9 h,Service,active,PG-SVC-TR-9PLUS,Service,112.50,2026-03-10 14:07:05.164314+00:00,quickbooks-sync
62,PG-SVC-TR-WE,Transport – fin de semaine,Service,active,PG-SVC-TR-WE,Service,112.50,2026-03-10 14:07:05.185256+00:00,quickbooks-sync
72,GEN-PROD-URETH,Uréthane,Service,active,GEN-PROD-URETH,Service,66.15,2026-03-10 14:07:05.203783+00:00,quickbooks-sync
171,INN-EQUIP-60,VMC1100 Onboard Computer,NonInventory,active,INN-EQUIP-60,NonInventory,2292.00,2026-03-10 14:07:02.911916+00:00,quickbooks-sync
17,QB-ITEM-17,frais connexe,Category,active,,Category,0.00,2026-03-10 14:07:00.188361+00:00,quickbooks-sync
2,QB-ITEM-2,heure,Category,active,,Category,0.00,2026-03-10 14:07:00.392894+00:00,quickbooks-sync
35,QB-ITEM-35,installation transport Guilmyr,Service,active,,Service,115.00,2026-03-10 14:07:00.897377+00:00,quickbooks-sync
13,QB-ITEM-13,pieces,NonInventory,active,,NonInventory,0.00,2026-03-10 14:07:02.967813+00:00,quickbooks-sync
42,QB-ITEM-42,ppp,NonInventory,active,,NonInventory,0.00,2026-03-10 14:07:04.297753+00:00,quickbooks-sync
31,QB-ITEM-31,produit,Category,active,,Category,0.00,2026-03-10 14:07:04.188519+00:00,quickbooks-sync
38,QB-ITEM-38,service 911 pro,Service,active,,Service,75.95,2026-03-10 14:07:00.767421+00:00,quickbooks-sync
40,QB-ITEM-40,shipping,Service,active,,Service,0.00,2026-03-10 14:07:00.279602+00:00,quickbooks-sync
8,QB-ITEM-8,transport,Category,active,,Category,0.00,2026-03-10 14:07:05.066507+00:00,quickbooks-sync
